label,title,content
0,G7 Welcoming Committee Records, G7 Welcoming Committee Records is a Canadian independent record label started by Chris Hannah and Jord Samolesky of punk band Propagandhi and their friend Regal in 1997. The label is based in Winnipeg Manitoba operates out of The Old Market Autonomous Zone and mostly releases material by artists and speakers who have a radical point of view.
0,Barclays Investment Bank, Barclays Investment Bank (trading as Barclays formerly Barclays Capital) is the investment banking division of the British multinational Barclays bank headquartered in London. It provides financing and risk management services to large companies institutions and government clients. It is a primary dealer in U.S. Treasury securities and various European Government bonds.Barclays Investment Bank has offices in over 29 countries and since the acquisition of Lehman Brothers' main U.S.
0,Barnes Group, Barnes Group is a manufacturer of industrial and aerospace components. The company produces springs for airframes electronics machinery stamping presses and turbine engines in addition to providing repair and logistics support primarily on spare parts for the aerospace industry.
0,Hapoel Tel Aviv, Hapoel Tel Aviv (Hebrew: הפועל תל אביב‎) is a sports club in Israel founded in the 1920s and part of the Hapoel association. It runs several sports clubs and teams in Tel Aviv which have competed in a variety of sports over the years such as football basketball weightlifting and others. Hapoel Tel Aviv is well known for its red uniforms.
0,Puzzy Power, Puzzy Power (aka HotMale) is a Danish film company started in 1997 as a subsidiary to Lars von Trier's company Zentropa with the goal of producing hardcore pornographic films for women.
0,BB&T Insurance Services, BB&T Insurance Services Inc. is a wholly owned subsidiary of BB&T Corporation (Branch Banking & Trust). It is the sixth largest Insurance Broker by revenue in the United States and the world up from number 8 from the previous year (world ranking).
0,Atlanta Botanical Garden, The Atlanta Botanical Garden is a 30 acres (12 ha) botanical garden located adjacent to Piedmont Park in Midtown Atlanta Georgia USA. Incorporated in 1976 the garden's mission is to develop and maintain plant collections for the purposes of display education conservation research and enjoyment.
0,Future Film, Future Film Ltd (Future Film Oy) is a Finnish-based home-video distribution company headquartered in Vaasa. From early to late 1990s they were best known as the distributors of children's animation. Future Film's releases were dubbed occasionally by Golden Voice OY (such as the wildly popular Ginga: Nagareboshi Gin) but most frequently they utilized the services of the infamous Agapio Racing Team.In recent years they have become prolific distributors of anime.
0,Datacom Group, Datacom Group Limited is a New Zealand owned and headquartered IT company. It was 35% owned by state-owned enterprise New Zealand Post until December 2012 when that shareholding was sold to the New Zealand Superannuation Fund for $142m.Datacom was founded as Computer Bureau Ltd in Christchurch New Zealand in 1965. It expanded nationally through the holding company Datacom Group Ltd in 1971. It opened offices in Australia in 1992 and in Asia in 1994.
0,IXIUM, IXIUM is a company established in 2004 that manufactures computer cases marketed for gamers.
0,Bosch Solar Energy, Bosch Solar Energy AG is a German wafer and solar cell manufacturer based in Erfurt which specialises in silicon-based pholtovoltaic products. The company consists of the divisions Silicon Wafers Solar Cells and Modules. It has been listed on the German stock exchange since 30 September 2005 and on 19 December 2005 its shares were admitted to the TecDAX. The enterprise was founded in 1997 as ErSol Solarstrom GmbH & Co. KG.
0,Freebird Records, Freebird Records is an independent record label established in Eindhoven The Netherlands in 1998. The label has specialised in stoner rock but tries to release music by acts and artists that are on the edge of that genre. In the beginning the label had an international approach with bands from the United States Chile Brazil Sweden Finland Germany and Italy.Freebird launched acts like Dozer Astrosoniq Wallrus Elephantum and Solace.
0,Mercat Press, Mercat Press is an imprint of the Edinburgh Scotland-based publishing company Birlinn Limited. It was established in 1970 as a subsidiary of the bookseller James Thin and published facsimile editions of out-of-print Scottish works such as the five-volume The Castellated and Domestic Architecture of Scotland by MacGibbon and Ross. Mercat was bought out by its management after James Thin went into administration in 2002 becoming an independent publisher.
0,LabCorp, Laboratory Corporation of America Holdings more commonly known as LabCorp is an American S&P 500 company headquartered in Burlington North Carolina. It operates one of the largest clinical laboratory networks in the world with a United States network of 36 primary laboratories. Before a merger with National Health Laboratory in 1995 the company operated under the name Roche BioMedical.
0,Afrimines Resources, Afrimines Resources is a company based in the Democratic Republic of the Congo that has precious metal mining rights in various deposits.
0,Dubai Aerospace Enterprise, Dubai Aerospace Enterprise (DAE) is a global aviation corporation. DAE was founded by the Dubai government in 2006 with a $15bn capital base. The company originally had six divisions - DAE Capital DAE Services DAE Manufacturing DAE Airports DAE Engineering and DAE University. It has since shut all units except for leasing division DAE Capital and DAE Manufacturing.
0,MGM Music, MGM Music is the music publishing and licensing arm of Metro-Goldwyn-Mayer.
0,Fall Line Studios, Fall Line Studio is a start up studio of Disney's Disney Interactive Studios. It is based in Salt Lake City Utah U.S. and is the sister studio to Disney's Avalanche Software also based in the city.Fall Line Studio is dedicated to releasing games based on Disney characters television shows and entertainment franchises exclusively for Nintendo consoles such as the Nintendo DS and Wii systems in addition to original titles. The company also helped develop Disney's upcoming DGamer network.
0,ILo Technologies, Launched in 2004 iLo technologies is a Wal-Mart consumer electronics house brand. Wal-Mart sells many low cost entry-level consumer electronics products under the iLo name in stores and on Walmart.com. As with many house brands no single company manufactures all iLo products.
0,Blix Street Records, Blix Street Records is a United States-based record label located in Gig Harbor Washington overseen by president Bill Straw. Blix Street features a diverse group of Instrumental Vocal and Celtic albums. Among the more famous artists who have recorded with Blix Street Records are Eva Cassidy Mary Black Grace GriffithDaniel Rodriguez Dougie Maclean Davy Knowles Back Door Slam and songwriter Randy Sharp.
0,Griffin-Bacal Advertising, Griffin-Bacal Advertising was a global advertising agency founded in 1978 by Tom Griffin and Joe Bacal. One of their first clients was Hasbro whom employed their services for coming up with advertising campaigns for several of their toy lines such as G.I. Joe: A Real American Hero and Transformers. At the company's peak it was the 67th largest advertising company in the world.In 1994 Griffin Bacal was bought by DDB Worldwide but by 2000 Hasbro ceased employing their services.
0,Alfred McAlpine, Alfred McAlpine plc was a British construction firm headquartered in Hooton Cheshire. It was a major road builder and constructed over 10% of Britain's motorways including the M6 Toll (as part of the CAMBBA consortium). It was listed on the London Stock Exchange until it was acquired by Carillion in 2008.
0,Saban Entertainment, Saban Entertainment (along with Saban International which operated outside the US) was a worldwide-served independent American-Israeli television production company formed in 1984 by music and television producers Haim Saban and Shuki Levy as Saban Productions a U.S.
0,Morgan (clothing), Morgan de Toi is a clothing brand owned by the French company Morgan SA. The company was established in 1947 to sell lingerie but has since diversified.At present it has over 650 retail outlets worldwide. Production is vertically integrated and takes place mainly in France. The brand is targeted at women between the ages of 18 and 35.
0,Cochin Shipyard, Cochin Shipyard Limited (CSL) is the largest shipbuilding and maintenance facility in India. It is part of a line of maritime-related facilities in the port-city of Kochi in the state of Kerala India.Of the services provided by the shipyard are building platform supply vessels and double-hulled oil tankers.
0,Hotlist, Hotlist is a geo-social networking aggregator that enables users to coordinate plans with friends and discover what will be happening at millions of popular venues all over the world. Hotlist's web platform and iPhone app are the only Location-based services that emphasize plans.The service aggregates data from across the web in order to show users which places will be trending nearby.
0,Lockwood Aircraft, The Lockwood Aircraft Corporation is an ultralight aircraft manufacturer located in Sebring Florida. Leza-Lockwood was started by ultralight pioneer Phil Lockwood after the National Geographic Society asked him to design a camera plane to film in the Ndoki Rain Forest in the northern Congo Basin. Lockwood wanted a plane that would allow an engine failure in the jungle so he leaned towards a twin engine.
0,Hallberg-Rassy, Hallberg-Rassy AB (HR) is a Swedish shipyard internationally known for producing exclusive high quality sailing yachts. The company's yard is located in Ellös on the island of Orust Västra Götaland. Hallberg-Rassy yachts are designed for blue water cruising. Harry Hallberg founded his yard in 1943 and in 1965 Christoph Rassy founded a yard in premises recently vacated by Hallberg. Hallberg-Rassy was formed when Rassy purchased the Hallberg yard after Harry Halberg's retirement in 1972.
0,Chemical Watch, Chemical Watch is an online journal agency which gathers the latest developments on chemical legislation around the world and summarises them for its subscribers to read . Its readership includes businesses NGOs and government agencies.
0,Lefebvre Brewery, The Lefebvre Brewery in Quenast Wallonia Belgium was founded in 1876 by Jules Lefebvre. It produces a range of beers including Barbar an 8% abv strong pale ale containing honey and the Floreffe brand of abbey beers.
0,ZMC, ZMC is the U.S. Navy designation for an airship (Z) of metal-clad (MC) construction. The ZMC-2 was the only airship to carry this designation.
0,Sheltech, Sheltech is a real estate company based in Dhaka Bangladesh which was founded in 1988. It is a multi-disciplinary film engaged in various activities including real estate development consultancy construction and hospitality. It has a chain of hotels named Platinum Suites.Sheltech is also active in the sphere of the arts being involved in such projects as a young people's art competition art and photograph exhibitions and an annual Sheltech Award.
0,Tenksolar, tenKsolar designs manufactures and markets an integrated photovoltaic system that leverages integrated electronics and a low voltage parallel architecture. Compared to conventional solar systems the architecture provides 45% better energy density higher reliability and is the only PV system that is both shock and arch flash safe.
0,TenMarks Education Inc., TenMarks Education Inc. provides personalized online math practice and enrichment programs for second through twelfth graders using a structured approach of practice on-demand hints video lessons and real-time results.Founded in 2009 TenMarks Education has offices in San Francisco CA and Newton Massachusetts and is funded by Catamount Ventures and Birchmere Ventures and their team features veteran educational and technical advisors.[citation needed]
0,LogLogic, LogLogic is a technology company that specializes in Security Management Compliance Reporting and IT Operations products. LogLogic developed the first appliance-based log management platform. LogLogic's Log Management platform collects and correlates user activity and event data. LogLogic's products are used by many of the world's largest enterprises to rapidly identify and alert on compliance violations policy breaches cyber attacks and insider threats.
0,Armada Music, Armada Music is a Dutch record label that specializes in releasing electronic dance music co-founded by Armin van Buuren.Armada Music is an independent Dutch record company and was founded in June 2003 by Armin van Buuren Maykel Piron and David Lewis.
0,Société des transports de Rimouski, The Société des transports de Rimouski is an organization that brings together accessible paratransit and regular public transit and taxibus services in the city of Rimouski on the south shore of the lower Saint Lawrence River in Quebec Canada.
0,Procrastinate! Music Traitors, Procrastinate! Music Traitors is an American record label started by the members of the band Brand New. Little is known about the label other than its first release a rerelease of Kevin Devine's 2006 album Put Your Ghost to Rest (available April 20 2008).On January 11 2010 Brand New announced via their Twitter account that their 2006 album The Devil and God Are Raging Inside Me would be released as a 2-LP white vinyl record through Procrastinate! Music Traitors on March 23 2010.
0,L.A.B. Flying Service, L.A.B. Flying Service was an American airline based in Haines Alaska U.S. It operated scheduled charter and sightseeing flights in Southeast Alaska. Its main base was Haines Airport with a hub at Juneau International Airport.
0,Pascual Boing, Pascual Boing is a Mexican soft drink maker mostly known for its fruit flavored beverages marketed under the Pascual Boing! and Lulú brands. The enterprise was begun in 1940 and successfully held against the entrance of foreign competitors in the Mexican market. However continued labor disputes led to a strike in 1982 which ended in 1985 with the workers obtaining the right to take over the company running it as a cooperative.
0,Burdines, Burdines was a leading department store chain in the state of Florida. The first Burdines store was opened in Bartow Florida in 1896. Burdines became part of Federated Department Stores Inc (now Macy's Inc.) in 1956. On January 30 2004 it was renamed Burdines-Macy's and only one year later on March 6 2005 the Burdines name was dropped altogether and the division and its stores were renamed as Macy's Florida.
0,Jura Elektroapparate, Jura Elektroapparate AG is a Swiss developer and distributor of home appliances headquartered in Niederbuchsiten Canton of Solothurn. The company was founded in 1931 by Leo Henzirohs. Formerly Jura ran its own factory but it has outsourced production since the 1990s.Jura is currently best known for its fully automatic espresso machines. This core area originated in the early 1980s and is nowadays a main element of the brand image as well as creating most of its sales.
0,Gordini, Gordini (French pronunciation: ​[ɡɔʁdini]) is a division of Renault Sport Technologies (Renault Sport). In the past it was a sports car manufacturer and performance tuner established in 1946 by Amédée Gordini nicknamed Le Sorcier (The Sorcerer). Gordini became a division of Renault in 1968 and of Renault Sport in 1976.
0,Santander Brasil, Banco Santander Brasil is a subsidiary of Banco Santander in Brazil its largest division in Latin America and one of the world's most important accounting for 50% of the total profit of the group. The bank was founded in 1982 in São Paulo where its headquarters are located.Santander is the fifth largest commercial bank in Brazil by assets after Itaú Unibanco Banco do Brasil Bradesco and Caixa Econômica Federal.
0,Snowy Hydro, Snowy Hydro Limited is an electricity generation and retailing company in Australia that owns manages and maintains the Snowy Mountains Hydro-electric Scheme which consists of nine hydro-electric power stations and sixteen large dams connected by 145 kilometres (90 mi) of tunnels and 80 kilometres (50 mi) of aqueducts located mainly in the Kosciuszko National Park.
0,Cyphernetics, Cyphernetics was a commercial timesharing company based in Ann Arbor Michigan. As was the case with a number of commercial timesharing operators in the 1970s Cyphernetics utilized the DECsystem 10 computer systems from Digital Equipment Corporation.
0,Haworth (company), Haworth Inc. designs and manufactures adaptable workspaces including raised floors movable walls systems furniture seating storage and wood casegoods. Founded in 1948 by G. W. Haworth Haworth is a privately held family-owned corporation headquartered in Holland Michigan United States. Haworth serves markets in more than 120 countries through a global network of 600 dealers. In 2010 Haworth's worldwide sales were US$1.21 billion.
0,Gruner AG, Gruner AG with headquarters in Basel is a Swiss engineering services company. It has 19 subsidiaries in Switzerland Austria Georgia Germany Peru Portugal Serbia Turkey and the Czech Republic. The business activities include project development general planning and consultancy tasks in building construction and infrastructure development safety consulting renovation project management and controlling. The Gruner Group has about 1000 employees.
0,Norton-Villiers, Norton-Villiers was a British motorcycle manufacturer formed in the 1960s following the collapse of AMC. With the general decline of the British motorcycle industry under a British Government initiative it was later combined with the remnants of BSA Triumph to form Norton-Villiers-Triumph.
0,Wildseed Farms, Wildseed Farms is a wildflower farm near Fredericksburg Texas United States. It is the largest working wildflower farm in the country. The farm won the Garden Center 2001 Innovator award.The farm opened in 1983 in Eagle Lake as a seed producer and initially only allowed the public to visit in April of every year. These visit days proved to be extremely popular so much so that the owners John and Marilyn Thomas decided to relocate to a more accessible location.
0,Spoon Sports, Spoon Sports is a Japanese company formed in 1988. It is an engine tuner and parts manufacturer specializing in cars made by Honda. Their concept is to create vehicles that provide total technology and real comfort. The company logo of Spoon Sports is a play of words on Ichishima's name. Ichishima's first name is Tatsuru and the Japanese name for crane is Tsuru hence the logo of a crane.
0,Almo Sounds, Almo Sounds is a record label which was started in 1994 by Herb Alpert and Jerry Moss after they sold A&M Records to PolyGram. The intent of the label was to recreate the initial concept of A&M Records as a small boutique label. The label signed artists Gillian Welch Imogen Heap Ozomatli and Garbage and several other artists. Psychic TV did demos that were rejected for the label. Alpert himself released his Second Wind Passion Dance and Colours albums on the label.
0,Trivest, Trivest Partners L.P. is the oldest private equity firm in the Southeast U.S. founded in 1981 and headquartered in Miami Florida. Trivest has positioned itself as the Partner of Choice among founder and family-owned businesses in the lower middle market through its flexibility in transaction structuring and related Just Say No program. The firm focuses specifically on investments in the consumer business services distribution and niche manufacturing industries.
0,Dairy Crest, Dairy Crest Group plc is a leading British dairy products company. Its brands include Cathedral City Cheddar cheese Utterly Butterly Vitalite Clover St Ivel and Frijj. The company delivers milk to around 1.1 million households via their milkmen. It is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index.
0,Micronet co. Ltd., Micronet co. Ltd. is a software development company with its head office set in Hokkaido Sapporo Japan. Previously specializing in 2D and 3D video games the company has since focused on graphical website production as well as founding the 3D CG Soft System 3D Atelier.
0,Sanwa Denshi, Sanwa Denshi Co. Ltd (三和電子株式会社 Sanwa Denshi kabushiki gaisha lit. Three Harmonies Electronics Company) is a general electronics manufacturer but is best known internationally as a leading manufacturer of arcade parts; i.e. joysticks buttons coin feeds etc. Its parts are commonly used in Japanese arcade machines and high-end arcade sticks by manufacturers such as Madcatz & Hori.
0,Ellex Medical Lasers, Ellex Medical Lasers is an Australia-based company that is engaged in the business of designing manufacturing and marketing a line of lasers used by ophthalmologists. Ellex manufactures and sells photodisruptors photocoagulators and selective laser trabeculoplasty (SLT) system for treating cataract retina and glaucoma conditions.
0,Manhattan Brewing Company of New York, Founded by British entrepreneurial visionary Richard Wrigley and successful Brooklyn businessman Robert D'Addona the Manhattan Brewing Company pioneered the brewpub concept in New York City. The first working brewery in the city for many decades operations started as a large on-premise multi tap brew-pub in 1984. Located in a former Consolidated Edison substation on the corner of Thompson Street and Broome/Watts in SoHo.
0,Enbridge, Enbridge Inc. is an energy delivery company based in Calgary Alberta Canada. It focuses on transport and distribution of crude oil natural gas and other liquids. The company is the largest natural gas distributor in Canada and a major oil pipeline operator in North America. In addition it had invested renewable energy projects. The company has more than 11000 employees mostly in Canada and the United States.
0,Buffalo Commercial Bank, Buffalo Commercial Bank (BCB) is a commercial bank in South Sudan. It is one of the commercial banks licensed by the Bank of South Sudan the national banking regulator.
0,Bunzl, Bunzl plc is a multinational distribution and outsourcing company headquartered in London United Kingdom. The company is primarily a distributor of a diverse range of non-food consumable products including food packaging cleaning and hygiene supplies personal protective equipment and carrier bags. Its customers include contract cleaners retailers catering firms and food processors.
0,First London, First London was a bus company operating services in Greater London England. It was a subsidiary of FirstGroup and operated buses under contract to Transport for London. It was formed in the late 1990s through the acquisition of three London bus operators. First London's garages were sold off between December 2007 and July 2013 with the last closing in September 2013.
0,Tennessee Records, Tennessee Records was a mid-20th century United States based record label headquartered in Nashville Tennessee.Tennessee mostly released country music but the label's biggest hit was Down Yonder a ragtime piano performance by Del Wood in 1950. Other Tennessee Records performers included Edgar Clayton and Helen Carter.Tennessee Records (along with the Republic label) was owned by Alan and Reynolds Bubis. Legendary songwriter and producer Ted Jarrett was head of A&R.
0,Jimmy the Greek (restaurant), Jimmy the Greek is a quick service restaurant franchise serving Greek and Mediterranean cuisine. In 1963 Jim Antonopoulos from Nafplion Greece arrived in Toronto Canada. He started the Epikourion Exquisite Greek Restaurant & Bar in First Canadian Place. The success of the restaurant spun off the current franchise which has 45 locations in Alberta British Columbia and Ontario including more than 25 in the Greater Toronto Area. There are also locations in Dubai UAE.
0,WheelsTV, WheelsTV is a video technology company specializing in interactive automotive media. Based in Acton Massachusetts and Los Angeles California WheelsTV creates and distributes original content for franchised auto dealerships Internet sites mobile IPTV platforms and Video On Demand. Proprietary products include the Dealer Video Showroom 1onOne Plus Video Test Drive Reports New2U Used Car Video Test Drive Reports and POV (Pre-Owned Vehicle) Reviews.
0,Gemini Group, Gemini Group Inc. is a supplier of plastic and metal products. The company operates internationally from headquarters in Bad Axe Michigan in the United States.
0,Wedgwood, Josiah Wedgwood and Sons commonly known as Wedgwood is a pottery firm owned by KPS Capital Partners a private equity company based in New York City. Wedgwood was founded on 1 May 1759 by Josiah Wedgwood and in 1987 merged with Waterford Crystal to create Waterford Wedgwood an Ireland-based luxury brands group. After the 2009 purchase by KPS Capital Wedgwood became part of a group of companies known as WWRD Holdings Ltd an acronym for Waterford Wedgwood Royal Doulton.
0,Central Nova Tourist Association, The Central Nova Tourist Association (CNTA) is one of seven provincially recognized tourist associations that work directly with Nova Scotia Department of Tourism Culture and Heritage. It is a membership based organization that is dedicated to promoting and supporting tourism in the Central Nova Scotia region (primarily along the Glooscap and Sunrise Trail).
0,Société Latham, The Société Latham was a French aeronautical construction company which built seaplanes for the French Navy.
0,Oh Boy Records, Oh Boy Records is an independent American record label founded in 1984 by singer John Prine his manager Al Bunetta and their friend Dan Einstein. The label has released more than 40 audio and video recordings by singer-songwriters Prine Kris Kristofferson Slick Ballinger Shawn Camp Dan Reeder and Todd Snider along with a dozen reissues of classic country music artists.
0,Industrias Aeronáuticas y Mecánicas del Estado, Industrias Aeronáuticas y Mecánicas del Estado (Spanish for State Aeronautical and Mechanical Industries abbreviated IAME) was a state entity and autarchic conglomerate of factories of Argentina created in 1951 to promote the manufacture of aircraft and automobiles. In 1956 it was renamed Dirección Nacional de Fabricación e Investigación Aeronáutica (Spanish for National Directorate of Aeronautical Manufacturing and Research abbreviated DINFIA).
0,Rock the Post, Rock The Post is an investment crowdfunding site for startups where entrepreneurs are able to raise up to $5 million from accredited investors.
0,Supersonic Software, Supersonic Software is a British video game developer based in Leamington Spa United Kingdom. The company was founded in 1989.
0,NBNK, NBNK Investments plc is a financial investment company formed by Lord Levene and a consortium of senior business figures in 2010. The aim of the company is to build a new large UK retail bank primarily through the acquisition of other banks.
0,SOA Software, SOA Software is a provider of comprehensive Integrated SOA Governance Automation and Mainframe SOA products for the realization of Service-Oriented Architecture. The company was originally called Digital Evolution and has acquired a number of SOA vendors.
0,Wynn Resorts, Wynn Resorts Limited is a publicly traded corporation based in Paradise Nevada that is a developer and operator of high end hotels and casinos. It was formed on October 25 2002 by former Mirage Resorts Chairman and CEO Stephen A. Wynn. As of 2013 the Company has developed four properties.
0,Waterfront Communications, Waterfront Communications A/S (or just Waterfront) is a Danish PR- and Lobbying Bureau and was created in 1993 by the former member of the European Parliament Lars Poulsen. The bureau is a part of the worldwide media network Media Consulta. The company is located in Hellerup north of Copenhagen.
0,Surly Brewing Company, The Surly Brewing Company is a Brooklyn Center Minnesota-based craft brewery. Surly had a projected production of over 15000 barrels in 2010. As of June 2010 Surly was only available in and around the Minneapolis–Saint Paul metropolitan area.Surly's brewing system is a 30 beer barrel (BBL) Sprinkman one of four identical systems produced by Sprinkman of Wisconsin.
0,Nature's Variety, Nature’s Variety is a privately held company with manufacturing facilities in Lincoln Nebraska and headquartered in St. Louis Missouri specializing in natural grain-free and holistic pet food for dogs and cats. Nature’s Variety specializes in so-called holistic pet food ranging from dry kibble to canned to raw and grain-free products. Nature's Variety is an independent company backed by the investment firm Catterton Partners.
0,Sense About Science, Sense About Science is a British charity that promotes the public understanding of science. Sense About Science was conceived in 2002 by Lord Taverne Bridget Ogilvie and others to promote respect for scientific evidence and good science. Sense About Science was established as a charitable trust in 2003 with 14 trustees an advisory council and a small office staff.
0,Beijing Mass Transit Railway Operation Corporation Limited, Beijing Mass Transit Railway Operation Corporation Limited (北京市地铁运营有限公司) formerly known as the Beijing Municipal Subway Company (北京市地下铁道总公司) is the Beijing city-owned company that operates 8 lines of the Beijing Subway. Like many Chinese state-owned companies it is managed by a chief executive and overseen by a board of directors / party committee. The Company has about 10000 employees. Its subsidiaries include the Beijing Subway Rolling Stock Equipment Co. Ltd.
0,Screwgun Records, Screwgun Records is a jazz record label founded by Tim Berne.Most releases have been by Berne though a few have been by Berne's associates and bandmates.Steve Byram has designed and illustrated the artwork of many Screwgun releases. Some of this artwork was featured in Eye magazine (No. 42 Vol. 11 Winter 2001).
0,Tai Lin Radio Service, Tai Lin Radio Service Limited was one of Hong Kong's largest electrical appliance retail chains. Founded in 1946 it liquidated on 17 October 2008 having thirteen branches altogether throughout the territory at the time.
0,Caja Madrid, Caja Madrid formally the Caja de Ahorros y Monte de Piedad de Madrid headquartered in Madrid is the oldest of the Spanish savings banks. It was founded on December 3 1702 as Monte de Piedad de Madrid by Francisco Piquer an Aragonese priest. Currently Caja Madrid is the regional-owned bank of the Community of Madrid (Comunidad de Madrid).On 27 June 2011 Caja Madrid merged with six other savings banks to form Bankia.
0,Minebea, Minebea Co. Ltd. (ミネベア株式会社 Minebea Kabushiki-gaisha) or NMB (Nippon Miniature Bearing) is a Japanese multinational corporation and a major producer of machinery components and electronics devices. International Asian business accounts for 80% of Minebea's production and 50% of its sales.The company as of March 31 2013 has its 43 consolidated subsidiaries 31 manufacturing facilities and 43 sales offices. NMB (USA) Inc.
0,Big Orange Clown Records, Big Orange Clown Records is a record label based in Des Moines Iowa which was founded by Slipknot percussionist Shawn Crahan.
0,University of Fairfax, The University of Fairfax is an institution of higher education headquartered in Vienna Virginia. It offers cybersecurity graduate degrees (Master of Science Doctor of Science and Doctor of Information Assurance) as well as graduate certificates in Information Systems. The entire program is provided via online instruction.The Certification Training Center for Continuing Professional Education was established to support the continuing professional education needs of students and alumni.
0,TriGeo Network Security, TriGeo Network Security is a United States-based provider of security information and event management (SIEM) technology.
0,Nexstar Broadcasting Group, Nexstar Broadcasting Group Inc. is an American television broadcaster headquartered in Irving Texas. The company's portfolio consists of 91 television stations across the U.S. most of whom are affiliates with the four major U.S. television networks located in small to media-sized markets. It also operates all of the stations owned by an affiliated company Mission Broadcasting under local marketing agreements.
0,Bushcaddy, Bushcaddy Aircraft Canada usually just called Bushcaddy or BushCaddy is a Canadian aircraft manufacturer based at the Cornwall Regional Airport in Summerstown Ontario. The company specializes in the design and manufacture of kit aircraft.
0,The Aluminum Association, The Aluminum Association is a trade association for the aluminum production fabrication and recycling industries and their suppliers. The Association is a 501(c)(6) non-profit organization based in Arlington Virginia United States. (The Association was based in Washington D.C.
0,Up4Sale, Up4Sale.com was an online auction company based in Cincinnati Ohio United States. It was acquired by eBay on July 16 1998 and subsequently integrated into the company.The idea for Up4Sale dated to the early 1990s when Rob Ratterman first noticed people using newsgroups to post electronic messages. The computerized message system was used like an informal classified ad. He noted what he saw in a journal thinking one day it might provide the seed for a business.
0,KonLive Distribution, KonLive Distribution is a record label founded by R&B singer Akon. It is his alternate R&B/Hip hop label.
0,Gaijin Games, Gaijin Games is an independent video game development studio best known for their Bit.Trip series of video games. The studio was founded in 2007 by Alex Neuse Mike Roush and Chris Osborn and is located in Santa Cruz California.
0,Penguin Point, Penguin Point is a regional fast-food restaurant chain based in Warsaw Indiana United States. As of 2007 Penguin Point has 13 restaurants. It also has its own catering service and restaurant equipment supply company. Although all the chain's current locations are now wholly within Northern Indiana Penguin Point once operated in Michigan Ohio Florida and Texas.It is mostly known for its broaster chicken Big Wally sandwich pork tenderloin sandwich and Idaho crinkle-cut french fries.
0,Talum, Talum is a major Slovenian company based in Kidričevo and specialised in alumina and aluminium products with an annual production capacity of around 156000 tonnes.
0,Nuvio Corporation, Nuvio Corporation founded in 2003 provides businesses with Hosted pbx and Session Initiation Protocol services.
0,Monterey Park Spirit Bus, The Monterey Park Spirit Bus is Monterey Park California's transportation service providing local routes that serve the need of those commuting within the city itself or who plan on using the bus to connect with rail service to Los Angeles or surrounding suburbs. The bus lines compliment the Los Angeles County Metropolitan Transportation Authority's crosstown routes through the city.
0,Naxos Records, Naxos Records is a record label specializing in classical music. Through a number of imprints Naxos also releases genres including Chinese music jazz world music and early rock & roll. The company was founded in 1987 by Klaus Heymann a German-born resident of Hong Kong.Naxos is the largest independent classical label in the world and one of the two largest-selling classical labels. It is also one of the largest distributors of independent classical record labels in the world.
0,BASIS International, BASIS International Ltd. is the developer and supplier of the BBx family of interpreted programming languages derived from Business BASIC the newest generation of which is BBj. In 1985 BASIS released BBx (Business BASIC eXtended) their first generation of Business BASIC. The fifth generation product includes PRO/5 for UNIX/Linux and Visual PRO/5 for Microsoft Windows. The sixth generation product BBj developed in Java is available for Microsoft Windows UNIX/Linux and Mac OS X.
0,Lenox (company), Lenox is an American company that sells tabletop giftware and collectible products sold under the Lenox Dansk and Gorham brands. They are the only major manufacturer of bone china in the United States.
0,Souza Cruz, Souza Cruz is a Brazilian tobacco company a subsidiary of British American Tobacco.
0,Lignes Aériennes Congolaises (1997–2003), Lignes Aériennes Congolaises (English: Congolese Airlines) was the flag carrier of the Democratic Republic of the Congo. It was established in 1997 to succeed the folded Air Zaire. Halting operations in 1999 it was reactivated for a short period in 2002 only to cease operations for good in 2003.
0,Deadline Games, Deadline Games A/S was a video game developer based in Copenhagen Denmark operating between 1996 and 2009. Its last published game was Watchmen: The End Is Nigh based on the Watchmen.On May 29 2009 Deadline Games filed for bankruptcy only a few months after releasing Watchmen: The End Is Nigh. The company has previously been reported to have been struggling to find new projects and a publisher for its co-op shooter Faith and a .45.
0,Inscape (publisher), Inscape was a short-lived video games publisher in the mid-1990s. Michael L. Nash founded the company which was jointly-funded by two Time Warner subsidiaries Home Box Office and Warner Music Group with $5 million in startup money. The company was a blend of talent from the entertainment and programming industries.
0,TenAsys, TenAsys (rhymes with tenacious) is a privately owned company providing real-time software and services based on the x86 Intel Architecture and Microsoft Windows operating system.
0,Mawarid Finance, Mawarid Finance is a private joint stock company in Dubai UAE providing Shari'a-compliant financial services. It was founded in 2006 with a paid-up capital of AED 1 billion. All of its products are based on Islamic financial principles such as Ijarah Istisnaa Murabaha Mudharaba Musharaka Kafalah and Wakala and its practices are governed by a full Sharia board.It is the only finance company in the UAE that is completely independent.
0,Qdoba Mexican Grill, Qdoba Mexican Grill (/kjuːˈdoʊbə/ kew-DOH-bə) is a chain of fast casual Fresh Mex restaurants in the United States and Canada serving Mexican-style cuisine. The company is a wholly owned subsidiary of Jack in the Box since its purchase from ACI Capital Western Growth Capital and other private investors in 2003.Founder and Colorado native Anthony Miller and partner Robert Hauser opened the first restaurant in 1995.
